CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
8,Barcelona,19,Barcelona,4,7,2021,1,1,2.0,V,3.0,V,3.0,V,1.0,V,1.0,V,2.0,V,1.0,V,2.0,V,2.0,V,5.0,V,5.0,V,2.0,V,4.0,V,7.0,V,6.0,V,5.0,V,4.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,2,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,5.0,V,5.0,V,6.0,V,5.0,V,4.0,V,2.0,V,2.0,V,3.0,V,5.0,V,4.0,V,5.0,V,5.0,V,5.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,3,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,2.0,V,2.0,V,3.0,V,2.0,V,4.0,V,4.0,V,2.0,V,2.0,V,6.0,V,24.0,V,23.0,V,23.0,V,8.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,4,4.0,V,2.0,V,2.0,V,3.0,V,2.0,V,5.0,V,10.0,V,30.0,V,50.0,V,5.0,V,,N,,N,10.0,V,5.0,V,6.0,V,5.0,V,3.0,V,4.0,V,3.0,V,3.0,V,7.0,V,7.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,5,2.0,V,8.0,V,11.0,V,2.0,V,2.0,V,8.0,V,19.0,V,32.0,V,46.0,V,53.0,V,45.0,V,27.0,V,8.0,V,5.0,V,5.0,V,3.0,V,3.0,V,7.0,V,9.0,V,10.0,V,5.0,V,4.0,V,4.0,V,6.0,V
8,Barcelona,19,Barcelona,4,7,2021,1,6,3.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,3.0,V,8.0,V,8.0,V,10.0,V,11.0,V,9.0,V,4.0,V,2.0,V,2.0,V,3.0,V,12.0,V,29.0,V,19.0,V,6.0,V,4.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,7,1.0,V,2.0,V,2.0,V,2.0,V,1.0,V,3.0,V,5.0,V,12.0,V,26.0,V,45.0,V,42.0,V,42.0,V,44.0,V,16.0,V,5.0,V,5.0,V,7.0,V,4.0,V,19.0,V,29.0,V,21.0,V,9.0,V,6.0,V,1.0,V
8,Barcelona,19,Barcelona,4,7,2021,1,8,2.0,V,3.0,V,2.0,V,1.0,V,1.0,V,6.0,V,5.0,V,16.0,V,22.0,V,25.0,V,27.0,V,29.0,V,27.0,V,27.0,V,15.0,V,14.0,V,14.0,V,26.0,V,35.0,V,30.0,V,25.0,V,12.0,V,3.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,9,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V
8,Barcelona,19,Barcelona,4,7,2021,1,10,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,2.0,V,2.0,V,4.0,V,4.0,V,4.0,V,2.0,V,2.0,V,4.0,V,4.0,V,3.0,V,6.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,11,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,3.0,V,5.0,V,10.0,V,14.0,V,16.0,V,15.0,V,11.0,V,10.0,V,7.0,V,7.0,V,7.0,V,5.0,V,6.0,V,4.0,V,3.0,V,2.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,12,5.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,4.0,V,9.0,V,8.0,V,7.0,V,9.0,V,7.0,V,7.0,V,6.0,V,5.0,V,5.0,V,4.0,V,4.0,V,3.0,V,2.0,V,2.0,V,2.0,V,1.0,V
8,Barcelona,19,Barcelona,4,7,2021,1,13,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,3.0,V,3.0,V,5.0,V,8.0,V,8.0,V,9.0,V,8.0,V,9.0,V,8.0,V,8.0,V,7.0,V,9.0,V,6.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,14,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,5.0,V,14.0,V,41.0,V,,N,,N,9.0,V,8.0,V,6.0,V,7.0,V,6.0,V,5.0,V,7.0,V,9.0,V,5.0,V,3.0,V,2.0,V,2.0,V
8,Barcelona,19,Barcelona,4,7,2021,1,15,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,6.0,V,14.0,V,45.0,V,62.0,V,108.0,V,137.0,V,98.0,V,15.0,V,14.0,V,16.0,V,16.0,V,6.0,V,5.0,V,7.0,V,61.0,V,125.0,V,108.0,V,60.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,1,16,45.0,V,19.0,V,23.0,V,11.0,V,5.0,V,3.0,V,3.0,V,12.0,V,17.0,V,20.0,V,19.0,V,5.0,V,4.0,V,5.0,V,3.0,V,3.0,V,4.0,V,4.0,V,2.0,V,4.0,V,3.0,V,2.0,V,3.0,V,,N
